timestamp,worker_id,status,work_seconds,idle_seconds,phone_seconds,talk_seconds,attention_pct,productivity_pct
2026-07-14 16:45:23,1,No Laptop,0.0,0.4,0.0,0.0,0.0,0.0
2026-07-14 16:45:23,1,Working,0.0,1.3,0.0,0.0,0.0,0.0
2026-07-14 16:45:26,4,Looking Away,1.7,0.0,0.0,0.0,100.0,100.0
2026-07-14 16:45:26,4,Working,1.7,0.4,0.0,0.0,81.1,81.1
2026-07-14 16:45:27,2,Looking Away,3.8,0.0,0.0,0.0,100.0,100.0
2026-07-14 16:45:28,2,Working,3.8,0.4,0.0,0.0,90.6,90.6
2026-07-14 16:45:28,2,Looking Away,4.3,0.4,0.0,0.0,91.4,91.4
2026-07-14 16:45:29,1,Looking Away,5.1,1.3,0.0,0.0,80.2,80.2
2026-07-14 16:45:29,4,Looking Away,4.3,0.4,0.0,0.0,91.4,91.4
2026-07-15 10:14:51,1,Looking Away,0.0,0.2,0.0,0.0,0.0,0.0
2026-07-15 10:14:52,6,No Laptop,0.0,0.1,0.0,0.0,0.0,0.0
2026-07-15 10:14:53,5,Looking Away,0.0,0.2,0.0,0.0,0.0,0.0
2026-07-15 10:14:59,5,Working,0.0,5.8,0.0,0.0,0.0,0.0
2026-07-15 10:14:59,5,Looking Away,0.4,5.8,0.0,0.0,5.9,5.9
2026-07-15 10:15:00,25,Looking Away,0.0,0.3,0.0,0.0,0.0,0.0
2026-07-15 10:15:00,25,No Laptop,0.0,1.0,0.0,0.0,0.0,0.0
2026-07-15 10:15:00,25,Looking Away,0.0,1.3,0.0,0.0,0.0,0.0
2026-07-15 10:15:02,26,No Laptop,0.0,0.4,0.0,0.0,0.0,0.0
2026-07-15 10:15:02,5,Working,0.4,8.9,0.0,0.0,3.9,3.9
2026-07-15 10:15:02,5,Looking Away,0.7,8.9,0.0,0.0,7.5,7.5
2026-07-15 10:15:02,26,Looking Away,0.0,1.1,0.0,0.0,0.0,0.0
2026-07-15 10:15:08,5,Working,0.7,14.4,0.0,0.0,4.8,4.8
2026-07-15 10:15:08,5,Looking Away,1.4,14.4,0.0,0.0,8.7,8.7
2026-07-15 10:15:10,5,Working,1.4,15.8,0.0,0.0,8.0,8.0
2026-07-15 10:15:10,5,Looking Away,1.7,15.8,0.0,0.0,9.5,9.5
2026-07-15 10:15:11,5,Working,1.7,16.6,0.0,0.0,9.1,9.1
2026-07-15 10:15:12,5,Looking Away,2.3,16.6,0.0,0.0,12.0,12.0
2026-07-15 10:15:18,5,Working,2.3,22.6,0.0,0.0,9.1,9.1
2026-07-15 10:15:18,5,Looking Away,3.2,22.6,0.0,0.0,12.5,12.5
2026-07-15 10:15:19,5,Working,3.2,22.9,0.0,0.0,12.3,12.3
2026-07-15 10:15:19,5,Looking Away,3.8,22.9,0.0,0.0,14.4,14.4
2026-07-15 10:15:20,5,Working,3.8,23.1,0.0,0.0,14.2,14.2
2026-07-15 10:15:20,5,Looking Away,4.5,23.1,0.0,0.0,16.2,16.2
2026-07-15 10:15:21,5,Working,4.5,23.8,0.0,0.0,15.8,15.8
2026-07-15 10:15:22,5,Looking Away,5.4,23.8,0.0,0.0,18.6,18.6
2026-07-15 10:15:22,5,Working,5.4,24.4,0.0,0.0,18.2,18.2
2026-07-15 10:15:23,5,Looking Away,5.8,24.4,0.0,0.0,19.1,19.1
2026-07-15 10:15:25,38,Looking Away,0.0,0.4,0.0,0.0,0.0,0.0
2026-07-15 10:15:25,5,Working,5.8,26.7,0.0,0.0,17.7,17.7
2026-07-15 10:15:26,5,Looking Away,6.2,26.7,0.0,0.0,18.8,18.8
2026-07-15 10:15:26,5,Working,6.2,27.5,0.0,0.0,18.3,18.3
2026-07-15 10:15:27,5,Looking Away,6.5,27.5,0.0,0.0,19.1,19.1
2026-07-15 10:15:28,5,Working,6.5,28.5,0.0,0.0,18.5,18.5
2026-07-15 10:15:28,5,Looking Away,6.8,28.5,0.0,0.0,19.3,19.3
2026-07-15 10:15:34,5,Working,6.8,34.4,0.0,0.0,16.6,16.6
2026-07-15 10:15:34,5,Looking Away,7.2,34.4,0.0,0.0,17.3,17.3
2026-07-15 10:15:35,5,Working,7.2,34.8,0.0,0.0,17.1,17.1
2026-07-15 10:15:35,5,Looking Away,7.6,34.8,0.0,0.0,17.8,17.8
2026-07-15 10:15:35,5,Working,7.6,35.1,0.0,0.0,17.7,17.7
2026-07-15 10:15:36,5,Looking Away,7.9,35.1,0.0,0.0,18.4,18.4
2026-07-15 10:15:37,5,Working,7.9,36.5,0.0,0.0,17.8,17.8
2026-07-15 10:15:37,5,Looking Away,8.3,36.5,0.0,0.0,18.5,18.5
2026-07-15 10:15:44,5,Working,8.3,43.1,0.0,0.0,16.1,16.1
2026-07-15 10:15:45,5,Looking Away,9.0,43.1,0.0,0.0,17.2,17.2
2026-07-15 10:15:54,45,No Laptop,0.0,0.4,0.0,0.0,0.0,0.0
2026-07-15 10:15:55,5,Working,9.0,53.1,0.0,0.0,14.5,14.5
2026-07-15 10:15:55,5,Looking Away,9.3,53.1,0.0,0.0,15.0,15.0
2026-07-15 10:15:55,5,Working,9.3,53.4,0.0,0.0,14.9,14.9
2026-07-15 10:15:56,5,Looking Away,9.7,53.4,0.0,0.0,15.3,15.3
2026-07-15 10:15:56,48,Looking Away,0.0,0.4,0.0,0.0,0.0,0.0
2026-07-15 10:15:59,5,Working,9.7,56.1,0.0,0.0,14.7,14.7
2026-07-15 10:15:59,48,Working,0.0,0.9,0.0,0.0,0.0,0.0
2026-07-15 10:16:00,48,Looking Away,0.3,0.9,0.0,0.0,22.8,22.8
2026-07-15 10:16:00,48,Working,0.3,1.4,0.0,0.0,16.3,16.3
2026-07-15 10:16:00,48,Looking Away,0.5,1.4,0.0,0.0,28.0,28.0
2026-07-15 14:34:32,1,No Laptop,0.0,0.5,0.0,0.0,0.0,0.0
2026-07-15 17:01:12,1,No Laptop,0.7,0.0,0.0,0.0,100.0,100.0
2026-07-15 17:01:12,2,No Laptop,0.0,0.7,0.0,0.0,0.0,0.0
2026-07-15 17:01:12,3,No Laptop,0.0,0.7,0.0,0.0,0.0,0.0
2026-07-15 17:01:12,4,Looking Away,0.0,0.7,0.0,0.0,0.0,0.0
2026-07-15 17:01:12,6,No Laptop,0.0,0.7,0.0,0.0,0.0,0.0
2026-07-15 17:01:12,7,Looking Away,0.0,0.7,0.0,0.0,0.0,0.0
2026-07-15 17:01:12,1,Looking Away,0.7,0.8,0.0,0.0,44.8,44.8
2026-07-15 17:01:13,13,Looking Away,0.4,0.0,0.0,0.0,100.0,100.0
2026-07-15 17:01:13,14,No Laptop,0.0,0.4,0.0,0.0,0.0,0.0
2026-07-15 17:01:14,19,No Laptop,0.0,0.3,0.0,0.0,0.0,0.0
2026-07-15 17:01:14,1,No Laptop,0.7,2.3,0.0,0.0,22.3,22.3
2026-07-15 17:01:14,13,No Laptop,0.4,1.2,0.0,0.0,23.0,23.0
2026-07-15 17:01:15,1,Looking Away,0.7,3.2,0.0,0.0,16.9,16.9
2026-07-15 17:01:15,13,Looking Away,0.4,2.2,0.0,0.0,14.6,14.6
2026-07-15 17:01:16,33,No Laptop,0.0,0.3,0.0,0.0,0.0,0.0
2026-07-15 17:01:18,1,Talking,0.7,5.7,0.0,0.0,10.2,10.2
2026-07-15 17:01:18,14,Talking,0.0,5.1,0.0,0.0,0.0,0.0
2026-07-15 17:01:18,13,No Laptop,0.4,5.0,0.0,0.0,6.9,6.9
2026-07-15 17:01:18,13,Talking,0.4,5.3,0.0,0.0,6.6,6.6
2026-07-15 17:01:18,13,No Laptop,0.4,5.3,0.0,0.2,6.3,6.3
2026-07-15 17:01:19,13,Looking Away,0.4,5.5,0.0,0.2,6.1,6.1
2026-07-15 17:01:19,7,No Laptop,0.0,0.2,0.0,0.0,0.0,0.0
2026-07-15 17:01:21,13,Working,0.4,8.4,0.0,0.2,4.1,4.1
2026-07-15 17:01:22,14,No Laptop,0.0,0.3,0.0,0.0,0.0,0.0
2026-07-15 17:01:24,14,Looking Away,0.0,1.7,0.0,0.0,0.0,0.0
2026-07-15 17:01:26,54,No Laptop,0.0,0.3,0.0,0.0,0.0,0.0
2026-07-15 17:01:26,13,Talking,5.3,8.4,0.0,0.2,37.8,37.8
2026-07-15 17:01:26,14,Talking,0.0,4.1,0.0,0.0,0.0,0.0
2026-07-15 17:01:26,55,Looking Away,0.0,0.3,0.0,0.0,0.0,0.0
2026-07-15 17:01:27,13,Working,5.3,8.4,0.0,0.5,37.1,37.1
2026-07-15 17:01:27,14,Looking Away,0.0,4.1,0.0,0.3,0.0,0.0
2026-07-15 17:01:27,55,No Laptop,0.0,0.8,0.0,0.0,0.0,0.0
2026-07-15 17:01:29,13,Talking,7.5,8.4,0.0,0.5,45.5,45.5
2026-07-15 17:01:29,14,Talking,0.0,6.3,0.0,0.3,0.0,0.0
2026-07-15 17:01:29,13,Working,7.5,8.4,0.0,1.2,43.9,43.9
2026-07-15 17:01:29,14,Looking Away,0.0,6.3,0.0,0.9,0.0,0.0
2026-07-15 17:01:30,13,Talking,8.2,8.4,0.0,1.2,46.1,46.1
2026-07-15 17:01:30,14,Talking,0.0,7.0,0.0,0.9,0.0,0.0
